Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,altLabel,comment,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2004/02/skos/core#notation,id,label,may_be_caused_by,may_cause
rgo:26960,otocephaly,,,false,,,rgo:00000,,,DOID:0060341|SNOMEDCT:48180002|ICD10CM:Q18.2,,RGO:26960,RGO:26960,otocephaly,,
rgo:26965,Kimura disease,,,false,,,rgo:00000,,,RADLEX:RID3480|SNOMEDCT:399894006|DOID:7365|ORDO:482,,RGO:26965,RGO:26965,Kimura disease,,
rgo:26964,agenesis/hypoplasia of the salivary glands,,,false,,,rgo:00000,,,,,RGO:26964,RGO:26964,agenesis/hypoplasia of the salivary glands,,
rgo:26967,Beckwith-Wiedemann syndrome,,,false,,,rgo:00000,exomphalos-macroglossia-gigantism syndrome|EMG syndrome|Wiedemann-Beckwith syndrome,,SNOMEDCT:81780002|ICD10CM:Q87.3|DOID:5572|ORDO:116,,RGO:26967,RGO:26967,Beckwith-Wiedemann syndrome,,
rgo:28504,oto-palato-digital syndrome type 2,,,false,,,rgo:00000,,,,,RGO:28504,RGO:28504,oto-palato-digital syndrome type 2,,
rgo:28503,oto-palato-digital syndrome type 1,,,false,,,rgo:00000,,,,,RGO:28503,RGO:28503,oto-palato-digital syndrome type 1,,
rgo:28500,insulin resistance-short fifth metacarpal syndrome,,,false,,,rgo:00000,,,ORDO:66518,,RGO:28500,RGO:28500,insulin resistance-short fifth metacarpal syndrome,,
rgo:28507,metaphyseal acroscyphodysplasia,,,false,,,rgo:00000,,,ORDO:1240,,RGO:28507,RGO:28507,metaphyseal acroscyphodysplasia,,
rgo:28508,metaphyseal-sella turcica dysplasia Rosenberg type,,,false,,,rgo:00000,,,,,RGO:28508,RGO:28508,metaphyseal-sella turcica dysplasia Rosenberg type,,
rgo:28501,metacarpal 4-5 synostosis,,,false,,,rgo:00000,,,,,RGO:28501,RGO:28501,metacarpal 4-5 synostosis,,
rgo:11149,telangiectatic osteosarcoma,,,false,,,rgo:11344,,,RADLEX:RID4024|SNOMEDCT:78453009,,RGO:11149,RGO:11149,telangiectatic osteosarcoma,,
rgo:02587,cystic teratoma,,,false,,,rgo:00000,,,SNOMEDCT:42717009|DOID:2660,,RGO:02587,RGO:02587,cystic teratoma,,
rgo:02584,pseudocyst of pancreas,,,false,,,rgo:00000,,,ICD10CM:K86.3|SNOMEDCT:111374002,,RGO:02584,RGO:02584,pseudocyst of pancreas,,
rgo:34845,osteosclerosis - ichthyosis - premature ovarian failure,,,false,,,rgo:00000,sclerosing dysplasia of bone - ichthyosis - premature ovarian failure,,ORDO:75325,,RGO:34845,RGO:34845,osteosclerosis - ichthyosis - premature ovarian failure,,
rgo:34846,premature ovarian failure,,,false,,,rgo:00000,,,SNOMEDCT:237788002|DOID:5426|HP:0008209,,RGO:34846,RGO:34846,premature ovarian failure,,
rgo:34842,Dandy-Walker complex,,,false,,,rgo:00000,,,,,RGO:34842,RGO:34842,Dandy-Walker complex,,
rgo:34848,brain malformation - congenital heart disease - postaxial polydactyly,,,false,,,rgo:00000,Goossens-Devriendt syndrome,,ORDO:75389,,RGO:34848,RGO:34848,brain malformation - congenital heart disease - postaxial polydactyly,,
rgo:34844,visceral neuropathy,,,false,,,rgo:00000,,,,,RGO:34844,RGO:34844,visceral neuropathy,,
rgo:34841,spinal muscular atrophy - Dandy-Walker complex - cataracts,,,false,,,rgo:00000,,,ORDO:73245,,RGO:34841,RGO:34841,spinal muscular atrophy - Dandy-Walker complex - cataracts,,
rgo:34840,psychomotor development delay,,,false,,,rgo:00000,,,,,RGO:34840,RGO:34840,psychomotor development delay,,
rgo:34843,visceral neuropathy - brain anomalies - facial dysmorphism - developmental delay,,,false,,,rgo:00000,,,ORDO:73246,,RGO:34843,RGO:34843,visceral neuropathy - brain anomalies - facial dysmorphism - developmental delay,,
rgo:34849,brain malformation,,,false,,,rgo:00000,,,,,RGO:34849,RGO:34849,brain malformation,,
rgo:01990,calcified granulomas,,,false,,,rgo:00000,,,,,RGO:01990,RGO:01990,calcified granulomas,,
rgo:01999,superparamagnetic contrast medium,,,false,,,rgo:00000,,,,,RGO:01999,RGO:01999,superparamagnetic contrast medium,,
rgo:01997,periportal vascular collaterals,,,false,,,rgo:00000,,,,,RGO:01997,RGO:01997,periportal vascular collaterals,,
rgo:01992,Gamna-Gandy bodies,,,false,,,rgo:00000,,,,,RGO:01992,RGO:01992,Gamna-Gandy bodies,,
rgo:30936,high body weight,,,false,,,rgo:00000,,,,,RGO:30936,RGO:30936,high body weight,,
rgo:30931,heart failure in childhood,,,false,,,rgo:00000,,,,,RGO:30931,RGO:30931,heart failure in childhood,,
rgo:30933,calcified thrombus,,,false,,,rgo:00000,,,SNOMEDCT:125299007,,RGO:30933,RGO:30933,calcified thrombus,,
rgo:30930,cardiomegaly in childhood,,,false,,,rgo:00000,,,,,RGO:30930,RGO:30930,cardiomegaly in childhood,,
rgo:30938,muscle tumor,,,false,,,rgo:00000,,,,,RGO:30938,RGO:30938,muscle tumor,,
rgo:30934,varicose vein,,,false,,,rgo:00000,,,SNOMEDCT:12856003|RADLEX:RID3366,,RGO:30934,RGO:30934,varicose vein,,
rgo:30939,lymph node excision,,,false,,,rgo:00000,,,,,RGO:30939,RGO:30939,lymph node excision,,
rgo:30932,early cementoma,,,false,,,rgo:00000,,,,,RGO:30932,RGO:30932,early cementoma,,
rgo:30935,widespread bone metastases,,,false,,,rgo:00000,,,,,RGO:30935,RGO:30935,widespread bone metastases,,
rgo:30937,soft-tissue infection,,,false,,,rgo:00000,,,,,RGO:30937,RGO:30937,soft-tissue infection,,
rgo:32048,immature ossifying fibroma,,,false,,,rgo:00000,,,,,RGO:32048,RGO:32048,immature ossifying fibroma,,
rgo:32040,epidemic parotitis,,,false,,,rgo:00000,,,SNOMEDCT:240526004,,RGO:32040,RGO:32040,epidemic parotitis,,
rgo:32042,second branchial cleft cyst,,,false,,,rgo:00000,,,SNOMEDCT:73381000119100,,RGO:32042,RGO:32042,second branchial cleft cyst,,
rgo:32049,systemic lymphoma,,,false,,,rgo:00000,,,,,RGO:32049,RGO:32049,systemic lymphoma,,
rgo:32043,glomus caroticum,,,false,,,rgo:08261,,,,,RGO:32043,RGO:32043,glomus caroticum,,
rgo:32044,jugular thrombophlebitis,,,false,,,rgo:00000,,,,,RGO:32044,RGO:32044,jugular thrombophlebitis,,
rgo:32045,infectious lymphadenopathy,,,false,,,rgo:00000,,,,,RGO:32045,RGO:32045,infectious lymphadenopathy,,
rgo:32047,solitary bone cyst,,,false,,,rgo:00000,,,SNOMEDCT:203467005|SNOMEDCT:112643007|ICD10CM:M85.4|RADLEX:RID3945|ORDO:83468,,RGO:32047,RGO:32047,solitary bone cyst,,
rgo:17414,ganglioneuroma,,,false,,,rgo:22155,,,SNOMEDCT:116371000119107|RADLEX:RID4458|SNOMEDCT:53801007|ORDO:251992|DOID:4817|HP:0003005,,RGO:17414,RGO:17414,ganglioneuroma,,
rgo:17412,unilateral adrenal enlargement,,,false,,,rgo:22561,,,,,RGO:17412,RGO:17412,unilateral adrenal enlargement,,
rgo:17418,carcinoma of adrenal cortex,,,false,,,rgo:00000,,,,,RGO:17418,RGO:17418,carcinoma of adrenal cortex,,
rgo:17411,gonorrhea,,,false,,,rgo:00000,,,SNOMEDCT:15628003|DOID:7551,,RGO:17411,RGO:17411,gonorrhea,,
rgo:17415,hyperplasia,,,false,,,rgo:00000,,,RADLEX:RID3777|SNOMEDCT:76197007,,RGO:17415,RGO:17415,hyperplasia,,
rgo:13429,mild or intermittent cyanosis in first week,,,false,,,rgo:00000,,,,,RGO:13429,RGO:13429,mild or intermittent cyanosis in first week,,
rgo:13427,persistent fetal circulation,,,false,,,rgo:00000,,,RADLEX:RID4974|ICD10CM:P29.3|SNOMEDCT:206597007|DOID:13042|HP:0011726,,RGO:13427,RGO:13427,persistent fetal circulation,,
rgo:13422,trilogy of Fallot,,,false,,,rgo:00000,,,,,RGO:13422,RGO:13422,trilogy of Fallot,,
rgo:13424,marked cyanosis in first week of life,,,false,,,rgo:00000,,,,,RGO:13424,RGO:13424,marked cyanosis in first week of life,,
rgo:13420,pulmonary vein atresia,,,false,,,rgo:00000,,,SNOMEDCT:204467000,,RGO:13420,RGO:13420,pulmonary vein atresia,,
rgo:13421,right pulmonary artery fistula to left atrium,,,false,,,rgo:00000,,,,,RGO:13421,RGO:13421,right pulmonary artery fistula to left atrium,,
rgo:13426,interruption of aortic arch,,,false,,,rgo:21017,aortic arch interruption,,ICD10CM:Q25.21|ORDO:2299,,RGO:13426,RGO:13426,interruption of aortic arch,,
rgo:23688,idiopathic bowlegs,,,false,,,rgo:00000,,,,,RGO:23688,RGO:23688,idiopathic bowlegs,,
rgo:23684,acute subarachnoid hemorrhage,,,false,,,rgo:00000,,,,,RGO:23684,RGO:23684,acute subarachnoid hemorrhage,,
rgo:23686,idiopathic patella alta,,,false,,,rgo:00000,,,,,RGO:23686,RGO:23686,idiopathic patella alta,,
rgo:23685,superficial siderosis,,,false,,,rgo:00000,,,RADLEX:RID5211|ORDO:247245,,RGO:23685,RGO:23685,superficial siderosis,,
rgo:23683,hyperacute hemorrhage,,,false,,,rgo:00000,,,,,RGO:23683,RGO:23683,hyperacute hemorrhage,,
rgo:23687,chronic subluxation,,,false,,,rgo:00000,,,,,RGO:23687,RGO:23687,chronic subluxation,,
rgo:23689,prenatal bowing,,,false,,,rgo:00000,,,,,RGO:23689,RGO:23689,prenatal bowing,,
rgo:04920,small bowel obstruction,,,false,,,rgo:00000,,,SNOMEDCT:281255004,,RGO:04920,RGO:04920,small bowel obstruction,,
rgo:04923,intussusception of appendix,,,false,,,rgo:00000,,,ICD10CM:K38.8|SNOMEDCT:91446004,,RGO:04923,RGO:04923,intussusception of appendix,,
rgo:04921,appendiceal calculus,,,false,,,rgo:00000,,,,,RGO:04921,RGO:04921,appendiceal calculus,,
rgo:04922,invagination of appendix,,,false,,,rgo:00000,,,,,RGO:04922,RGO:04922,invagination of appendix,,
rgo:31276,phosphate depletion,,,false,,,rgo:00000,,,,,RGO:31276,RGO:31276,phosphate depletion,,
rgo:31277,familial isolated tibial hemimelia,,,false,,,rgo:00000,,,,,RGO:31277,RGO:31277,familial isolated tibial hemimelia,,
rgo:31273,cherry red spots,,,false,,,rgo:00000,,,,,RGO:31273,RGO:31273,cherry red spots,,
rgo:31270,phalangeal deformities,,,false,,,rgo:00000,,,,,RGO:31270,RGO:31270,phalangeal deformities,,
rgo:31279,foot polydactyly,,,false,,,rgo:00000,,,HP:0001829,,RGO:31279,RGO:31279,foot polydactyly,,
rgo:31275,prolonged use of aluminum-containing antacid,,,false,,,rgo:00000,,,,,RGO:31275,RGO:31275,prolonged use of aluminum-containing antacid,,
rgo:31278,tibial hemimelia,,,false,,,rgo:00000,,,SNOMEDCT:79177001|ORDO:93322,,RGO:31278,RGO:31278,tibial hemimelia,,
rgo:17173,ureterocele,,,false,,,rgo:00000,,,SNOMEDCT:12818004|RADLEX:RID34640|DOID:4022|HP:0000070,,RGO:17173,RGO:17173,ureterocele,,
rgo:17172,ureteral duplication with obstruction,,,false,,,rgo:00000,,,,,RGO:17172,RGO:17172,ureteral duplication with obstruction,,
rgo:17178,anomaly of ureterovesical junction,,,false,,,rgo:00000,,,,,RGO:17178,RGO:17178,anomaly of ureterovesical junction,,
rgo:17177,ureterovesical surgery,,,false,,,rgo:00000,,,,,RGO:17177,RGO:17177,ureterovesical surgery,,
rgo:27850,familial primary spontaneous pneumothorax,,,false,,,rgo:00000,familial spontaneous pneumothorax,,ORDO:2903,,RGO:27850,RGO:27850,familial primary spontaneous pneumothorax,,
rgo:26228,cataract and rhizomelic limb shortening,,,false,,,rgo:00000,,,,,RGO:26228,RGO:26228,cataract and rhizomelic limb shortening,,
rgo:26229,cataract-dysmorphism-neuropathy syndrome,,,false,,,rgo:00000,CCFDN syndrome|congenital cataracts - facial dysmorphism - neuropathy syndrome,,ORDO:48431,,RGO:26229,RGO:26229,cataract-dysmorphism-neuropathy syndrome,,
rgo:26225,CAMAK syndrome,,,false,,,rgo:00000,cataract-microcephaly-arthrogryposis-kyphoscoliosis syndrome,,,,RGO:26225,RGO:26225,CAMAK syndrome,,
rgo:26226,CAMFAK syndrome,,,false,,,rgo:00000,,,,,RGO:26226,RGO:26226,CAMFAK syndrome,,
rgo:26224,Alves syndrome,,,false,,,rgo:00000,,,,,RGO:26224,RGO:26224,Alves syndrome,,
rgo:26221,normal trochlear apparatus,,,false,,,rgo:00000,,,,,RGO:26221,RGO:26221,normal trochlear apparatus,,
rgo:26227,cataracts - aberrant oral frenula - growth retardation,,,false,,,rgo:00000,,,ORDO:1373,,RGO:26227,RGO:26227,cataracts - aberrant oral frenula - growth retardation,,
rgo:00846,retroperitoneal hemorrhage,,,false,,,rgo:00000,,,SNOMEDCT:95549001,,RGO:00846,RGO:00846,retroperitoneal hemorrhage,,
rgo:01816,enlarged papilla of vater,,,false,,,rgo:00000,,,,,RGO:01816,RGO:01816,enlarged papilla of vater,,
rgo:01812,postbulbar duodenal ulcer with scarring or perforation,,,false,,,rgo:00000,,,,,RGO:01812,RGO:01812,postbulbar duodenal ulcer with scarring or perforation,,
rgo:01810,papillitis of ampulla,,,false,,,rgo:00000,,,,,RGO:01810,RGO:01810,papillitis of ampulla,,
rgo:01817,calculus impacted in distal common duct,,,false,,,rgo:00000,,,,,RGO:01817,RGO:01817,calculus impacted in distal common duct,,
rgo:01818,carcinoma of Vaterian segment,,,false,,,rgo:00000,,,,,RGO:01818,RGO:01818,carcinoma of Vaterian segment,,
rgo:29251,mal de Meleda,,,false,,,rgo:00000,Mljet disease|Meleda disease,,ORDO:87503,,RGO:29251,RGO:29251,mal de Meleda,,
rgo:29258,chromosome 14q deletion syndrome,,,false,,,rgo:30082,,,,,RGO:29258,RGO:29258,chromosome 14q deletion syndrome,,
rgo:29257,Berardinelli syndrome,,,false,,,rgo:00000,,,ORDO:528,,RGO:29257,RGO:29257,Berardinelli syndrome,,
rgo:29252,Olmsted syndrome,,,false,,,rgo:00000,,,,,RGO:29252,RGO:29252,Olmsted syndrome,,
rgo:29256,Ambras syndrome,,,false,,,rgo:00000,,,DOID:0111060|ORDO:1023,,RGO:29256,RGO:29256,Ambras syndrome,,
rgo:29253,palmoplantar hyperkeratosis and sensorineural deafness,,,false,,,rgo:00000,,,,,RGO:29253,RGO:29253,palmoplantar hyperkeratosis and sensorineural deafness,,
rgo:09712,absent anterior arch of atlas,,,false,,,rgo:00000,absent C1 anterior arch,,,,RGO:09712,RGO:09712,absent anterior arch of atlas,,
rgo:09716,C2-C3 block vertebra,,,false,,,rgo:00000,,,,,RGO:09716,RGO:09716,C2-C3 block vertebra,,
rgo:33111,proximal symphalangism type 2,,,false,,,rgo:33765,,,,,RGO:33111,RGO:33111,proximal symphalangism type 2,,
rgo:33118,rhizomelic chondrodysplasia punctata type 3,,,false,,,rgo:12542,,,DOID:0110853|ORDO:309803,,RGO:33118,RGO:33118,rhizomelic chondrodysplasia punctata type 3,,
rgo:33116,rhizomelic chondrodysplasia punctata type 1,,,false,,,rgo:12542,,,ORDO:309789|DOID:0110851,,RGO:33116,RGO:33116,rhizomelic chondrodysplasia punctata type 1,,
rgo:33119,Robinow syndrome dominant type,,,false,,,rgo:08743,,,ORDO:3107,,RGO:33119,RGO:33119,Robinow syndrome dominant type,,
rgo:33110,proximal symphalangism type 1,,,false,,,rgo:33765,,,,,RGO:33110,RGO:33110,proximal symphalangism type 1,,
rgo:33114,recessive Larsen syndrome,,,false,,,rgo:09528,,,,,RGO:33114,RGO:33114,recessive Larsen syndrome,,
rgo:33117,rhizomelic chondrodysplasia punctata type 2,,,false,,,rgo:12542,,,ORDO:309796|DOID:0110852,,RGO:33117,RGO:33117,rhizomelic chondrodysplasia punctata type 2,,
rgo:16351,congenital megacalyces,,,false,,,rgo:00000,,,,,RGO:16351,RGO:16351,congenital megacalyces,,
rgo:16356,multilocular cystic nephroma,,,false,,,rgo:16747,renal epithelial stromal tumor|mixed epithelial stromal tumor|cystic nephroma|Perlman tumor,,,,RGO:16356,RGO:16356,multilocular cystic nephroma,,
rgo:30615,intracranial malformation,,,false,,,rgo:00000,,,,,RGO:30615,RGO:30615,intracranial malformation,,
rgo:30612,familial schizencephaly,,,false,,,rgo:00000,,,,,RGO:30612,RGO:30612,familial schizencephaly,,
rgo:30610,glutaric acidemia type 2,,,false,,,rgo:00000,,,DOID:0060358|ORDO:26791,,RGO:30610,RGO:30610,glutaric acidemia type 2,,
rgo:30616,carotid-vertebral hypoplasia,,,false,,,rgo:00000,,,,,RGO:30616,RGO:30616,carotid-vertebral hypoplasia,,
rgo:30617,familial porencephaly,,,false,,,rgo:00000,,,ORDO:99810,,RGO:30617,RGO:30617,familial porencephaly,,
rgo:30614,skin hemangioma,,,false,,,rgo:00000,,,DOID:471,,RGO:30614,RGO:30614,skin hemangioma,,
rgo:30619,familial coxa vara,,,false,,,rgo:00000,,,,,RGO:30619,RGO:30619,familial coxa vara,,
rgo:19474,healing nonossifying fibroma,,,false,,,rgo:00000,,,,,RGO:19474,RGO:19474,healing nonossifying fibroma,,
rgo:19478,chronic lead poisoning,,,false,,,rgo:04197,,,,,RGO:19478,RGO:19478,chronic lead poisoning,,
rgo:19473,myxofibroma,,,false,,,rgo:00000,,,SNOMEDCT:8664001,,RGO:19473,RGO:19473,myxofibroma,,
rgo:25064,Sonoda syndrome,,,false,,,rgo:00000,,,SNOMEDCT:715987000,,RGO:25064,RGO:25064,Sonoda syndrome,,
rgo:25061,cardioskeletal syndrome Kuwaiti type,,,false,,,rgo:00000,,,,,RGO:25061,RGO:25061,cardioskeletal syndrome Kuwaiti type,,
rgo:25065,conotruncal anomaly face syndrome,,,false,,,rgo:00000,CTAF,,,,RGO:25065,RGO:25065,conotruncal anomaly face syndrome,,
rgo:02805,metastatic disease to peritoneum,,,false,,,rgo:00000,,,,,RGO:02805,RGO:02805,metastatic disease to peritoneum,,
rgo:02802,hydrometrocolpos with rupture and plastic peritonitis,,,false,,,rgo:00000,,,,,RGO:02802,RGO:02802,hydrometrocolpos with rupture and plastic peritonitis,,
rgo:02801,hemolytic anemia with ascites,,,false,,,rgo:00000,,,,,RGO:02801,RGO:02801,hemolytic anemia with ascites,,
rgo:24361,genu recurvatum,,,false,,,rgo:00000,,,ORDO:295229|HP:0002816,,RGO:24361,RGO:24361,genu recurvatum,,
rgo:24364,PIE,,,false,,,rgo:00000,pulmonary infiltrate with eosinophilia,,,,RGO:24364,RGO:24364,PIE,,
rgo:24362,sclerosing cemental mass,,,false,,,rgo:00000,,,,,RGO:24362,RGO:24362,sclerosing cemental mass,,
rgo:24368,moldy hay,,,false,,,rgo:00000,,,,,RGO:24368,RGO:24368,moldy hay,,
rgo:24369,wheat dust,,,false,,,rgo:00000,,,,,RGO:24369,RGO:24369,wheat dust,,
rgo:24366,hereditary short thumbs,,,false,,,rgo:00000,,,,,RGO:24366,RGO:24366,hereditary short thumbs,,
rgo:01517,adenomyomatosis of gallbladder,,,false,,,rgo:00000,,,,,RGO:01517,RGO:01517,adenomyomatosis of gallbladder,,
rgo:01510,metastatic disease involving gallbladder,,,false,,,rgo:00000,,,,,RGO:01510,RGO:01510,metastatic disease involving gallbladder,,
rgo:01515,chronic cholecystitis,,,false,,,rgo:00570,,,ICD10CM:K81.1|SNOMEDCT:20824003|DOID:1949,,RGO:01515,RGO:01515,chronic cholecystitis,,
rgo:01514,acute hepatitis,,,false,,,rgo:00000,,,SNOMEDCT:37871000|DOID:2237|HP:0200119,,RGO:01514,RGO:01514,acute hepatitis,,
rgo:05141,neovascularity,,,false,,,rgo:00000,,,SNOMEDCT:13018008,,RGO:05141,RGO:05141,neovascularity,,
rgo:05145,microaneurysms,,,false,,,rgo:00000,,,,,RGO:05145,RGO:05145,microaneurysms,,
rgo:05149,artery of Drummond,,,false,,,rgo:00000,,,,,RGO:05149,RGO:05149,artery of Drummond,,
rgo:05148,collateral circulation,,,false,,,rgo:00000,,,SNOMEDCT:56073001,,RGO:05148,RGO:05148,collateral circulation,,
rgo:05142,vascular displacement,,,false,,,rgo:00000,,,,,RGO:05142,RGO:05142,vascular displacement,,
rgo:05144,aortitis,,,false,,,rgo:00000,,,SNOMEDCT:70933002|RADLEX:RID3684|DOID:519,,RGO:05144,RGO:05144,aortitis,,
rgo:05140,vascular cuffing,,,false,,,rgo:00000,,,,,RGO:05140,RGO:05140,vascular cuffing,,
rgo:05147,portal venous obstruction,,,false,,,rgo:00000,,,,,RGO:05147,RGO:05147,portal venous obstruction,,
rgo:23992,absence of external auditory canal,,,false,,,rgo:08332,,,ORDO:141074|SNOMEDCT:26061003,,RGO:23992,RGO:23992,absence of external auditory canal,,
rgo:23999,ceruminoma,,,false,,,rgo:00000,benign ceruminous adenoma,,DOID:7549|HP:0040097,,RGO:23999,RGO:23999,ceruminoma,,
rgo:23996,bony EAC stenosis,,,false,,,rgo:00000,,,,,RGO:23996,RGO:23996,bony EAC stenosis,,
rgo:23997,membranous EAC stenosis,,,false,,,rgo:00000,,,,,RGO:23997,RGO:23997,membranous EAC stenosis,,
rgo:23994,chondroid tumor,,,false,,,rgo:00000,,,,,RGO:23994,RGO:23994,chondroid tumor,,
rgo:23995,bone tumor,,,false,,,rgo:00000,,,SNOMEDCT:115239009,,RGO:23995,RGO:23995,bone tumor,,
rgo:20718,neoplasm of right atrium,,,false,,,rgo:00000,,,,,RGO:20718,RGO:20718,neoplasm of right atrium,,
rgo:20713,postoperative aorta-pulmonary artery fistula,,,false,,,rgo:13895,,,,,RGO:20713,RGO:20713,postoperative aorta-pulmonary artery fistula,,
rgo:20714,ruptured aorta-pulmonary artery fistula,,,false,,,rgo:13895,,,,,RGO:20714,RGO:20714,ruptured aorta-pulmonary artery fistula,,
rgo:20716,patent foramen ovale,,,false,,,rgo:00000,,,SNOMEDCT:204317008|DOID:13620|HP:0001655|ORDO:99108,,RGO:20716,RGO:20716,patent foramen ovale,,
rgo:20712,traumatic aorta-pulmonary artery fistula,,,false,,,rgo:13895,,,,,RGO:20712,RGO:20712,traumatic aorta-pulmonary artery fistula,,
rgo:20710,traumatic azygos vein pseudoaneurysm,,,false,,,rgo:00000,,,,,RGO:20710,RGO:20710,traumatic azygos vein pseudoaneurysm,,
rgo:20719,neoplasm of right ventricle,,,false,,,rgo:00000,,,,,RGO:20719,RGO:20719,neoplasm of right ventricle,,
rgo:30077,dermal aplasia,,,false,,,rgo:00000,,,,,RGO:30077,RGO:30077,dermal aplasia,,
rgo:30071,skin anomaly,,,false,,,rgo:00000,,,,,RGO:30071,RGO:30071,skin anomaly,,
rgo:30070,eye anomaly,,,false,,,rgo:00000,,,,,RGO:30070,RGO:30070,eye anomaly,,
rgo:30074,macrotia,,,false,,,rgo:00000,,,ICD10CM:Q17.1|SNOMEDCT:69056000|HP:0000400,,RGO:30074,RGO:30074,macrotia,,
rgo:30078,sclerocornea,,,false,,,rgo:00000,,,DOID:0060252|HP:0000647,,RGO:30078,RGO:30078,sclerocornea,,
rgo:30072,corneal opacity,,,false,,,rgo:25540,,,SNOMEDCT:64634000|HP:0007957,,RGO:30072,RGO:30072,corneal opacity,,
rgo:30076,uterus unicornis,,,false,,,rgo:00000,,,SNOMEDCT:1372004|RADLEX:RID39179,,RGO:30076,RGO:30076,uterus unicornis,,
rgo:30073,muscle spasm,,,false,,,rgo:00000,,,ICD10CM:M62.83,,RGO:30073,RGO:30073,muscle spasm,,
rgo:30079,spastic quadriplegia,,,false,,,rgo:00000,,,SNOMEDCT:192965001|DOID:10970|HP:0002510,,RGO:30079,RGO:30079,spastic quadriplegia,,
rgo:10639,vascular injury,,,false,,,rgo:00000,,,SNOMEDCT:57662003,,RGO:10639,RGO:10639,vascular injury,,
rgo:10635,parathormone therapy,,,false,,,rgo:00000,,,,,RGO:10635,RGO:10635,parathormone therapy,,
rgo:10634,metaphyseal chondrodysplasia,,,false,,,rgo:00000,,,SNOMEDCT:28681006|HP:0005871,,RGO:10634,RGO:10634,metaphyseal chondrodysplasia,,
rgo:15446,wide superior mediastinum in an infant or child,,,false,,,rgo:00000,,,,,RGO:15446,RGO:15446,wide superior mediastinum in an infant or child,,
rgo:15440,anomalous left superior vena cava,,,false,,,rgo:00000,,,,,RGO:15440,RGO:15440,anomalous left superior vena cava,,
rgo:15445,parathyroid adenoma or carcinoma,,,false,,,rgo:00000,,,,,RGO:15445,RGO:15445,parathyroid adenoma or carcinoma,,
rgo:29226,trichothiodystrophy,,,false,,,rgo:00000,,,DOID:2960|ORDO:33364,,RGO:29226,RGO:29226,trichothiodystrophy,,
rgo:29228,Elejalde syndrome 2,,,false,,,rgo:00000,,,,,RGO:29228,RGO:29228,Elejalde syndrome 2,,
rgo:29223,methionine deficiency,,,false,,,rgo:00000,,,,,RGO:29223,RGO:29223,methionine deficiency,,
rgo:29220,BIDS syndrome,,,false,,,rgo:00000,brittle hair-impaired intelligence-decreased fertility-short stature syndrome,,DOID:0050528|SNOMEDCT:403796005|ORDO:1245,,RGO:29220,RGO:29220,BIDS syndrome,,
rgo:29222,IBIDS syndrome,,,false,,,rgo:00000,ichthyosis - brittle hair - impaired intelligence - decreased fertility - short stature syndrome|Tay syndrome|trichothiodystrophy-plus,,DOID:2960|ORDO:453,,RGO:29222,RGO:29222,IBIDS syndrome,,
rgo:08916,simple unicameral bone cyst,,,false,,,rgo:00000,,,,,RGO:08916,RGO:08916,simple unicameral bone cyst,,
rgo:08918,periapical radiolucency in jaw,,,false,,,rgo:00000,,,,,RGO:08918,RGO:08918,periapical radiolucency in jaw,,
rgo:08911,cystic ameloblastoma,,,false,,,rgo:00000,,,,,RGO:08911,RGO:08911,cystic ameloblastoma,,
rgo:08910,cystic lesion in maxilla,,,false,,,rgo:00000,,,,,RGO:08910,RGO:08910,cystic lesion in maxilla,,
rgo:34996,alpha thalassemia - intellectual deficit syndrome linked to chromosome 16,,,false,,,rgo:00000,ATR-16 syndrome|alpha thalassemia - retardation syndrome,,ORDO:98791,,RGO:34996,RGO:34996,alpha thalassemia - intellectual deficit syndrome linked to chromosome 16,,
rgo:34990,autosomal recessive cerebellar ataxia - blindness - deafness,,,false,,,rgo:00000,SCAR3,,ORDO:95433,,RGO:34990,RGO:34990,autosomal recessive cerebellar ataxia - blindness - deafness,,
rgo:34993,saccadic intrusion,,,false,,,rgo:00000,,,,,RGO:34993,RGO:34993,saccadic intrusion,,
rgo:34992,autosomal recessive cerebellar ataxia - saccadic intrusion,,,false,,,rgo:00000,SCAR4|SCASI,,ORDO:95434,,RGO:34992,RGO:34992,autosomal recessive cerebellar ataxia - saccadic intrusion,,
rgo:34999,pulmonary valve agenesis - ventricular septal defect - persistent ductus arteriosus,,,false,,,rgo:00000,APV/PDA non-Fallot type|PVA/PDA non-Fallot type,,ORDO:99048,,RGO:34999,RGO:34999,pulmonary valve agenesis - ventricular septal defect - persistent ductus arteriosus,,
rgo:08272,herpes zoster oticus,,,false,,,rgo:00000,,,SNOMEDCT:21954000|DOID:9210,,RGO:08272,RGO:08272,herpes zoster oticus,,
rgo:08270,Bell palsy,,,false,,,rgo:00000,,,SNOMEDCT:193093009|DOID:12506,,RGO:08270,RGO:08270,Bell palsy,,
rgo:08274,temporal bone osteolysis,,,false,,,rgo:00000,,,,,RGO:08274,RGO:08274,temporal bone osteolysis,,
rgo:18187,venous angioma,,,false,,,rgo:00000,,,RADLEX:RID3337,,RGO:18187,RGO:18187,venous angioma,,
rgo:29786,epithelioma adenoides cysticum of Brooke,,,false,,,rgo:00000,,,SNOMEDCT:403825008,,RGO:29786,RGO:29786,epithelioma adenoides cysticum of Brooke,,
